"","Level_Number","Report_Number","Table_Number","Line_Number","CO","DIST","SCHL","Line_Text","NoStud5","NoHFZ5","Perc5a","Perc5b","Perc5c","NoStud7","NoHFZ7","Perc7a","Perc7b","Perc7c","NoStud9","NoHFZ9","Perc9a","Perc9b","Perc9c","ChrtNum"
"3615",1,3,1,5,33,66977,6031512,"Upper Body Strength                ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3616",1,3,1,6,33,66977,6031512,"Flexibility                        ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3617",1,3,1,1,33,66977,6031504,"Aerobic Capacity                   ",NA,"0","0","0","0",14,"11","78.6","14.3","7.1",1,"**","**","**","**","0"
"3618",1,3,1,2,33,66977,6031504,"Body Composition                   ",NA,"0","0","0","0",14,"11","78.6","7.1","14.3",1,"**","**","**","**","0"
"3619",1,3,1,3,33,66977,6031504,"Abdominal Strength                 ",NA,"0","0","0","0",14,"11","78.6","21.4","0",1,"**","**","**","**","0"
"3620",1,3,1,4,33,66977,6031504,"Trunk Extension Strength           ",NA,"0","0","0","0",14,"13","92.9","7.1","0",1,"**","**","**","**","0"
"3621",1,3,1,5,33,66977,6031504,"Upper Body Strength                ",NA,"0","0","0","0",14,"7","50","50","0",1,"**","**","**","**","0"
"3622",1,3,1,6,33,66977,6031504,"Flexibility                        ",NA,"0","0","0","0",14,"12","85.7","14.3","0",1,"**","**","**","**","0"
"3623",1,3,1,1,33,66977,6031496,"Aerobic Capacity                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3624",1,3,1,2,33,66977,6031496,"Body Composition                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3625",1,3,1,3,33,66977,6031496,"Abdominal Strength                 ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3626",1,3,1,4,33,66977,6031496,"Trunk Extension Strength           ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3627",1,3,1,5,33,66977,6031496,"Upper Body Strength                ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3628",1,3,1,6,33,66977,6031496,"Flexibility                        ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3629",1,3,1,1,33,66977,3334299,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3630",1,3,1,2,33,66977,3334299,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3631",1,3,1,3,33,66977,3334299,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3632",1,3,1,4,33,66977,3334299,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3633",1,3,1,5,33,66977,3334299,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3634",1,3,1,6,33,66977,3334299,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3635",1,3,1,1,33,66977,3330008,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",16,"9","56.2","25","18.8","0"
"3636",1,3,1,2,33,66977,3330008,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",16,"11","68.8","25","6.2","0"
"3637",1,3,1,3,33,66977,3330008,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",16,"14","87.5","12.5","0","0"
"3638",1,3,1,4,33,66977,3330008,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",16,"16","100","0","0","0"
"3639",1,3,1,5,33,66977,3330008,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",16,"11","68.8","31.2","0","0"
"3640",1,3,1,6,33,66977,3330008,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",16,"13","81.2","18.8","0","0"
"3641",1,3,1,1,33,66977,125732,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",29,"25","86.2","6.9","6.9","0"
"3642",1,3,1,2,33,66977,125732,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",29,"17","58.6","17.2","24.2","0"
"3643",1,3,1,3,33,66977,125732,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",29,"26","89.7","10.3","0","0"
"3644",1,3,1,4,33,66977,125732,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",29,"28","96.6","3.4","0","0"
"3645",1,3,1,5,33,66977,125732,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",29,"25","86.2","13.8","0","0"
"3646",1,3,1,6,33,66977,125732,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",29,"28","96.6","3.4","0","0"
"3647",1,3,1,1,33,66977,113605,"Aerobic Capacity                   ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3648",1,3,1,2,33,66977,113605,"Body Composition                   ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3649",1,3,1,3,33,66977,113605,"Abdominal Strength                 ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3650",1,3,1,4,33,66977,113605,"Trunk Extension Strength           ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3651",1,3,1,5,33,66977,113605,"Upper Body Strength                ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3652",1,3,1,6,33,66977,113605,"Flexibility                        ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3653",1,3,1,1,33,66977,113597,"Aerobic Capacity                   ",7,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"3654",1,3,1,2,33,66977,113597,"Body Composition                   ",7,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"3655",1,3,1,3,33,66977,113597,"Abdominal Strength                 ",7,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"3656",1,3,1,4,33,66977,113597,"Trunk Extension Strength           ",7,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"3657",1,3,1,5,33,66977,113597,"Upper Body Strength                ",7,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"3658",1,3,1,6,33,66977,113597,"Flexibility                        ",7,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"3659",1,3,1,1,38,68478,6041529,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3660",1,3,1,2,38,68478,6041529,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3661",1,3,1,3,38,68478,6041529,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3662",1,3,1,4,38,68478,6041529,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3663",1,3,1,5,38,68478,6041529,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3664",1,3,1,6,38,68478,6041529,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3665",1,3,1,1,33,31625,3330834,"Aerobic Capacity                   ",NA,"0","0","0","0",1,"**","**","**","**",3,"**","**","**","**","0"
"3666",1,3,1,2,33,31625,3330834,"Body Composition                   ",NA,"0","0","0","0",1,"**","**","**","**",3,"**","**","**","**","0"
"3667",1,3,1,3,33,31625,3330834,"Abdominal Strength                 ",NA,"0","0","0","0",1,"**","**","**","**",3,"**","**","**","**","0"
"3668",1,3,1,4,33,31625,3330834,"Trunk Extension Strength           ",NA,"0","0","0","0",1,"**","**","**","**",3,"**","**","**","**","0"
"3669",1,3,1,5,33,31625,3330834,"Upper Body Strength                ",NA,"0","0","0","0",1,"**","**","**","**",3,"**","**","**","**","0"
"3670",1,3,1,6,33,31625,3330834,"Flexibility                        ",NA,"0","0","0","0",1,"**","**","**","**",3,"**","**","**","**","0"
"3671",1,3,1,1,38,68478,6041511,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3672",1,3,1,2,38,68478,6041511,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3673",1,3,1,3,38,68478,6041511,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3674",1,3,1,4,38,68478,6041511,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3675",1,3,1,5,38,68478,6041511,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3676",1,3,1,6,38,68478,6041511,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3677",1,3,1,1,38,68478,6041503,"Aerobic Capacity                   ",13,"8","61.5","23.1","15.4",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3678",1,3,1,2,38,68478,6041503,"Body Composition                   ",13,"6","46.2","15.4","38.4",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3679",1,3,1,3,38,68478,6041503,"Abdominal Strength                 ",13,"5","38.5","61.5","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3680",1,3,1,4,38,68478,6041503,"Trunk Extension Strength           ",13,"10","76.9","23.1","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3681",1,3,1,5,38,68478,6041503,"Upper Body Strength                ",13,"6","46.2","53.8","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3682",1,3,1,6,38,68478,6041503,"Flexibility                        ",13,"12","92.3","7.7","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3683",1,3,1,1,38,68478,6041487,"Aerobic Capacity                   ",10,"**","**","**","**",7,"**","**","**","**",NA,"0","0","0","0","0"
"3684",1,3,1,2,38,68478,6041487,"Body Composition                   ",10,"**","**","**","**",7,"**","**","**","**",NA,"0","0","0","0","0"
"3685",1,3,1,3,38,68478,6041487,"Abdominal Strength                 ",10,"**","**","**","**",7,"**","**","**","**",NA,"0","0","0","0","0"
"3686",1,3,1,4,38,68478,6041487,"Trunk Extension Strength           ",10,"**","**","**","**",7,"**","**","**","**",NA,"0","0","0","0","0"
"3687",1,3,1,5,38,68478,6041487,"Upper Body Strength                ",10,"**","**","**","**",7,"**","**","**","**",NA,"0","0","0","0","0"
"3688",1,3,1,6,38,68478,6041487,"Flexibility                        ",10,"**","**","**","**",7,"**","**","**","**",NA,"0","0","0","0","0"
"3689",1,3,1,1,38,68478,6041446,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3690",1,3,1,2,38,68478,6041446,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3691",1,3,1,3,38,68478,6041446,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3692",1,3,1,4,38,68478,6041446,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3693",1,3,1,5,38,68478,6041446,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3694",1,3,1,6,38,68478,6041446,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3695",1,3,1,1,38,68478,6041438,"Aerobic Capacity                   ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3696",1,3,1,2,38,68478,6041438,"Body Composition                   ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3697",1,3,1,3,38,68478,6041438,"Abdominal Strength                 ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3698",1,3,1,4,38,68478,6041438,"Trunk Extension Strength           ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3699",1,3,1,5,38,68478,6041438,"Upper Body Strength                ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3700",1,3,1,6,38,68478,6041438,"Flexibility                        ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3701",1,3,1,1,38,68478,6041420,"Aerobic Capacity                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3702",1,3,1,2,38,68478,6041420,"Body Composition                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3703",1,3,1,3,38,68478,6041420,"Abdominal Strength                 ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3704",1,3,1,4,38,68478,6041420,"Trunk Extension Strength           ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3705",1,3,1,5,38,68478,6041420,"Upper Body Strength                ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3706",1,3,1,6,38,68478,6041420,"Flexibility                        ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3707",1,3,1,1,38,68478,6041412,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3708",1,3,1,2,38,68478,6041412,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3709",1,3,1,3,38,68478,6041412,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3710",1,3,1,4,38,68478,6041412,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3711",1,3,1,5,38,68478,6041412,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3712",1,3,1,6,38,68478,6041412,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3713",1,3,1,1,38,68478,6041362,"Aerobic Capacity                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3714",1,3,1,2,38,68478,6041362,"Body Composition                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3715",1,3,1,3,38,68478,6041362,"Abdominal Strength                 ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3716",1,3,1,4,38,68478,6041362,"Trunk Extension Strength           ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3717",1,3,1,5,38,68478,6041362,"Upper Body Strength                ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3718",1,3,1,6,38,68478,6041362,"Flexibility                        ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3719",1,3,1,1,38,68478,6041347,"Aerobic Capacity                   ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3720",1,3,1,2,38,68478,6041347,"Body Composition                   ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3721",1,3,1,3,38,68478,6041347,"Abdominal Strength                 ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3722",1,3,1,4,38,68478,6041347,"Trunk Extension Strength           ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3723",1,3,1,5,38,68478,6041347,"Upper Body Strength                ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3724",1,3,1,6,38,68478,6041347,"Flexibility                        ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3725",1,3,1,1,38,68478,6041339,"Aerobic Capacity                   ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3726",1,3,1,2,38,68478,6041339,"Body Composition                   ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3727",1,3,1,3,38,68478,6041339,"Abdominal Strength                 ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3728",1,3,1,4,38,68478,6041339,"Trunk Extension Strength           ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3729",1,3,1,5,38,68478,6041339,"Upper Body Strength                ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3730",1,3,1,6,38,68478,6041339,"Flexibility                        ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3731",1,3,1,1,31,66951,113068,"Aerobic Capacity                   ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3732",1,3,1,2,31,66951,113068,"Body Composition                   ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3733",1,3,1,3,31,66951,113068,"Abdominal Strength                 ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3734",1,3,1,4,31,66951,113068,"Trunk Extension Strength           ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3735",1,3,1,5,31,66951,113068,"Upper Body Strength                ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3736",1,3,1,6,31,66951,113068,"Flexibility                        ",6,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3737",1,3,1,1,31,66951,111385,"Aerobic Capacity                   ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"3738",1,3,1,2,31,66951,111385,"Body Composition                   ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"3739",1,3,1,3,31,66951,111385,"Abdominal Strength                 ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"3740",1,3,1,4,31,66951,111385,"Trunk Extension Strength           ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"3741",1,3,1,5,31,66951,111385,"Upper Body Strength                ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"3742",1,3,1,6,31,66951,111385,"Flexibility                        ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"3743",1,3,1,1,31,66951,108514,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3744",1,3,1,2,31,66951,108514,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3745",1,3,1,3,31,66951,108514,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3746",1,3,1,4,31,66951,108514,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3747",1,3,1,5,31,66951,108514,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3748",1,3,1,6,31,66951,108514,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3749",1,3,1,1,31,66951,106443,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3750",1,3,1,2,31,66951,106443,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3751",1,3,1,3,31,66951,106443,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3752",1,3,1,4,31,66951,106443,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3753",1,3,1,5,31,66951,106443,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3754",1,3,1,6,31,66951,106443,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3755",1,3,1,1,31,66944,6113062,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3756",1,3,1,2,31,66944,6113062,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3757",1,3,1,3,31,66944,6113062,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3758",1,3,1,4,31,66944,6113062,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3759",1,3,1,5,31,66944,6113062,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3760",1,3,1,6,31,66944,6113062,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3761",1,3,1,1,31,66944,6094502,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3762",1,3,1,2,31,66944,6094502,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3763",1,3,1,3,31,66944,6094502,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3764",1,3,1,4,31,66944,6094502,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3765",1,3,1,5,31,66944,6094502,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3766",1,3,1,6,31,66944,6094502,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3767",1,3,1,1,31,66944,6031322,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3768",1,3,1,2,31,66944,6031322,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3769",1,3,1,3,31,66944,6031322,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3770",1,3,1,4,31,66944,6031322,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3771",1,3,1,5,31,66944,6031322,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3772",1,3,1,6,31,66944,6031322,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3773",1,3,1,1,31,66944,6031298,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3774",1,3,1,2,31,66944,6031298,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3775",1,3,1,3,31,66944,6031298,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3776",1,3,1,4,31,66944,6031298,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3777",1,3,1,5,31,66944,6031298,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3778",1,3,1,6,31,66944,6031298,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3779",1,3,1,1,31,66944,3138500,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"3780",1,3,1,2,31,66944,3138500,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"3781",1,3,1,3,31,66944,3138500,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"3782",1,3,1,4,31,66944,3138500,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"3783",1,3,1,5,31,66944,3138500,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"3784",1,3,1,6,31,66944,3138500,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"3785",1,3,1,1,31,66944,3130010,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3786",1,3,1,2,31,66944,3130010,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3787",1,3,1,3,31,66944,3130010,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3788",1,3,1,4,31,66944,3130010,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3789",1,3,1,5,31,66944,3130010,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3790",1,3,1,6,31,66944,3130010,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3791",1,3,1,1,31,66944,121624,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1180"
"3792",1,3,1,2,31,66944,121624,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1180"
"3793",1,3,1,3,31,66944,121624,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1180"
"3794",1,3,1,4,31,66944,121624,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1180"
"3795",1,3,1,5,31,66944,121624,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1180"
"3796",1,3,1,6,31,66944,121624,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1180"
"3797",1,3,1,1,30,73635,3034956,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3798",1,3,1,2,30,73635,3034956,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3799",1,3,1,3,30,73635,3034956,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3800",1,3,1,4,30,73635,3034956,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3801",1,3,1,5,30,73635,3034956,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3802",1,3,1,6,30,73635,3034956,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",8,"**","**","**","**","0"
"3803",1,3,1,1,30,73635,3030509,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3804",1,3,1,2,30,73635,3030509,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3805",1,3,1,3,30,73635,3030509,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3806",1,3,1,4,30,73635,3030509,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"3807",1,3,1,5,30,73635,3030509,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
